Event Index,UTC Timestamp,UTC Date,Post Processed,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
425,1511019483191,18/11/2017 15:38:03,,1511019629936,-5,18/11/2017 10:40:29,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,203,1,Screen 1,fixation,fixation,1066.3492619371973,,,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7679_0018_SWT_LS_5322_7678_0016_tChange_5337_ms.wav,,,,,,,,1,0
426,1511019489111,18/11/2017 15:38:09,,1511019635807,-5,18/11/2017 10:40:35,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,203,2,Screen 2,Zone4,response_keyboard_single,5850.280000000028,1,1,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7679_0018_SWT_LS_5322_7678_0016_tChange_5337_ms.wav,,,,,,,,1,0
427,1511019490427,18/11/2017 15:38:10,,1511019637167,-5,18/11/2017 10:40:37,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,204,1,Screen 1,fixation,fixation,1066.246186078759,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0034_SWT_LS_7505_258958_0002_tChange_5616_ms.wav,,,,,,,,1,1
428,1511019496531,18/11/2017 15:38:16,,1511019643287,-5,18/11/2017 10:40:43,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,204,2,Screen 2,Zone4,response_keyboard_single,6098.715000000084,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0034_SWT_LS_7505_258958_0002_tChange_5616_ms.wav,,,,,,,,1,1
429,1511019497905,18/11/2017 15:38:17,,1511019644647,-5,18/11/2017 10:40:44,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,205,1,Screen 1,fixation,fixation,1066.2233419429976,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms.wav,,,,,,,,1,1
430,1511019503883,18/11/2017 15:38:23,,1511019650638,-5,18/11/2017 10:40:50,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,205,2,Screen 2,Zone4,response_keyboard_single,5970.704999999842,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms.wav,,,,,,,,1,1
431,1511019505251,18/11/2017 15:38:25,,1511019651995,-5,18/11/2017 10:40:51,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,206,1,Screen 1,fixation,fixation,1066.6343232830986,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms.wav,,,,,,,,1,0
432,1511019515086,18/11/2017 15:38:35,,1511019661845,-5,18/11/2017 10:41:01,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,206,2,Screen 2,Zone2,gonogo_audio,9846.34686375712,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms.wav,,,,,,,,1,0
433,1511019516465,18/11/2017 15:38:36,,1511019663207,-5,18/11/2017 10:41:03,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,207,1,Screen 1,fixation,fixation,1066.2796624978073,,,0,1,0,,,,rt_test_v1,,1,trials,LS_374_180298_0012_SWT_LS_7505_258958_0016_tChange_9007_ms.wav,,,,,,,,1,1
434,1511019526206,18/11/2017 15:38:46,,1511019672949,-5,18/11/2017 10:41:12,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,207,2,Screen 2,Zone4,response_keyboard_single,9720.63500000001,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_374_180298_0012_SWT_LS_7505_258958_0016_tChange_9007_ms.wav,,,,,,,,1,1
435,1511019527560,18/11/2017 15:38:47,,1511019674287,-5,18/11/2017 10:41:14,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,208,1,Screen 1,fixation,fixation,1049.623480309965,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0035_SWT_LS_7447_91187_0005_tChange_6415_ms.wav,,,,,,,,1,1
436,1511019534602,18/11/2017 15:38:54,,1511019681333,-5,18/11/2017 10:41:21,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,208,2,Screen 2,Zone4,response_keyboard_single,7025.635000000009,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0035_SWT_LS_7447_91187_0005_tChange_6415_ms.wav,,,,,,,,1,1
437,1511019535967,18/11/2017 15:38:55,,1511019682684,-5,18/11/2017 10:41:22,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,209,1,Screen 1,fixation,fixation,1066.2571697130334,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7505_258958_0009_SWT_LS_7447_91186_0038_tChange_5543_ms.wav,,,,,,,,1,1
438,1511019542422,18/11/2017 15:39:02,,1511019689181,-5,18/11/2017 10:41:29,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,209,2,Screen 2,Zone4,response_keyboard_single,6476.560000000056,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7505_258958_0009_SWT_LS_7447_91186_0038_tChange_5543_ms.wav,,,,,,,,1,1
439,1511019543805,18/11/2017 15:39:03,,1511019690531,-5,18/11/2017 10:41:30,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,210,1,Screen 1,fixation,fixation,1066.2167936589103,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0107_SWT_LS_2843_152918_0026_tChange_5637_ms.wav,,,,,,,,1,0
440,1511019552884,18/11/2017 15:39:12,,1511019699644,-5,18/11/2017 10:41:39,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,210,2,Screen 2,Zone2,gonogo_audio,9096.180301177548,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0107_SWT_LS_2843_152918_0026_tChange_5637_ms.wav,,,,,,,,1,0
441,1511019554250,18/11/2017 15:39:14,,1511019700994,-5,18/11/2017 10:41:40,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,211,1,Screen 1,fixation,fixation,1066.2644116429146,,,0,1,0,,,,rt_test_v1,,1,trials,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms.wav,,,,,,,,1,1
442,1511019560207,18/11/2017 15:39:20,,1511019706964,-5,18/11/2017 10:41:46,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,211,2,Screen 2,Zone4,response_keyboard_single,5950.235000000102,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms.wav,,,,,,,,1,1
443,1511019561587,18/11/2017 15:39:21,,1511019708325,-5,18/11/2017 10:41:48,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,212,1,Screen 1,fixation,fixation,1066.203194212867,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0043_SWT_LS_7447_91186_0038_tChange_5355_ms.wav,,,,,,,,1,0
444,1511019570806,18/11/2017 15:39:30,,1511019717563,-5,18/11/2017 10:41:57,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,212,2,Screen 2,Zone2,gonogo_audio,9230.124019862851,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0043_SWT_LS_7447_91186_0038_tChange_5355_ms.wav,,,,,,,,1,0
445,1511019572189,18/11/2017 15:39:32,,1511019718921,-5,18/11/2017 10:41:58,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,213,1,Screen 1,fixation,fixation,1066.2637056210078,,,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7679_0020_SWT_LS_7505_258958_0016_tChange_5515_ms.wav,,,,,,,,1,1
446,1511019578528,18/11/2017 15:39:38,,1511019725275,-5,18/11/2017 10:42:05,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,213,2,Screen 2,Zone4,response_keyboard_single,6333.980000000214,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_5322_7679_0020_SWT_LS_7505_258958_0016_tChange_5515_ms.wav,,,,,,,,1,1
447,1511019579894,18/11/2017 15:39:39,,1511019726635,-5,18/11/2017 10:42:06,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,214,1,Screen 1,fixation,fixation,1066.242413887987,,,0,1,0,,,,rt_test_v1,,1,trials,LS_374_180298_0020_SWT_LS_7505_258964_0010_tChange_6195_ms.wav,,,,,,,,1,1
448,1511019586933,18/11/2017 15:39:46,,1511019733691,-5,18/11/2017 10:42:13,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,214,2,Screen 2,Zone4,response_keyboard_single,7036.174999999814,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_374_180298_0020_SWT_LS_7505_258964_0010_tChange_6195_ms.wav,,,,,,,,1,1
449,1511019588296,18/11/2017 15:39:48,,1511019735032,-5,18/11/2017 10:42:15,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,215,1,Screen 1,fixation,fixation,1049.6568290477153,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0031_SWT_LS_2843_152918_0058_tChange_7502_ms.wav,,,,,,,,1,1
450,1511019596591,18/11/2017 15:39:56,,1511019743346,-5,18/11/2017 10:42:23,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,215,2,Screen 2,Zone4,response_keyboard_single,8294.334999999963,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0031_SWT_LS_2843_152918_0058_tChange_7502_ms.wav,,,,,,,,1,1
451,1511019597933,18/11/2017 15:39:57,,1511019744678,-5,18/11/2017 10:42:24,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,216,1,Screen 1,fixation,fixation,1049.5987840367015,,,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7678_0038_SWT_LS_7505_258964_0014_tChange_5374_ms.wav,,,,,,,,1,1
452,1511019604972,18/11/2017 15:40:04,,1511019751737,-5,18/11/2017 10:42:31,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,216,2,Screen 2,Zone4,response_keyboard_single,7040.5800000000745,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_5322_7678_0038_SWT_LS_7505_258964_0014_tChange_5374_ms.wav,,,,,,,,1,1
453,1511019606348,18/11/2017 15:40:06,,1511019753092,-5,18/11/2017 10:42:33,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,217,1,Screen 1,fixation,fixation,1066.2480400274508,,,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7680_0011_SWT_LS_2843_152918_0100_tChange_5510_ms.wav,,,,,,,,1,1
454,1511019612945,18/11/2017 15:40:12,,1511019759705,-5,18/11/2017 10:42:39,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,217,2,Screen 2,Zone4,response_keyboard_single,6592.410000000149,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_5322_7680_0011_SWT_LS_2843_152918_0100_tChange_5510_ms.wav,,,,,,,,1,1
455,1511019614312,18/11/2017 15:40:14,,1511019761056,-5,18/11/2017 10:42:41,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,218,1,Screen 1,fixation,fixation,1066.3200071596075,,,0,1,0,,,,rt_test_v1,,1,trials,LS_5322_7678_0025_SWT_LS_5322_7680_0032_tChange_5714_ms.wav,,,,,,,,1,0
456,1511019623709,18/11/2017 15:40:23,,1511019770470,-5,18/11/2017 10:42:50,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,218,2,Screen 2,Zone2,gonogo_audio,9413.264684815193,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_5322_7678_0025_SWT_LS_5322_7680_0032_tChange_5714_ms.wav,,,,,,,,1,0
457,1511019625101,18/11/2017 15:40:25,,1511019771835,-5,18/11/2017 10:42:51,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,219,1,Screen 1,fixation,fixation,1066.3041900384706,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0044_SWT_LS_374_180299_0004_tChange_6137_ms.wav,,,,,,,,1,1
458,1511019631866,18/11/2017 15:40:31,,1511019778624,-5,18/11/2017 10:42:58,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,219,2,Screen 2,Zone4,response_keyboard_single,6768.584999999963,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0044_SWT_LS_374_180299_0004_tChange_6137_ms.wav,,,,,,,,1,1
459,1511019637943,18/11/2017 15:40:37,,1511019784684,-5,18/11/2017 10:43:04,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,5,1,Screen 1,Zone1,continue_button,5742.505000000121,,,0,1,0,,,,rt_test_v1,,,break,,,,,,,,,,
460,1511019639001,18/11/2017 15:40:39,,1511019785747,-5,18/11/2017 10:43:05,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,220,1,Screen 1,fixation,fixation,1066.292615084676,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0038_SWT_LS_5322_7679_0032_tChange_5762_ms.wav,,,,,,,,1,1
461,1511019645293,18/11/2017 15:40:45,,1511019792056,-5,18/11/2017 10:43:12,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,220,2,Screen 2,Zone4,response_keyboard_single,6290.214999999851,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0038_SWT_LS_5322_7679_0032_tChange_5762_ms.wav,,,,,,,,1,1
462,1511019646672,18/11/2017 15:40:46,,1511019793411,-5,18/11/2017 10:43:13,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,221,1,Screen 1,fixation,fixation,1066.2872434032615,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0029_SWT_LS_5322_7678_0035_tChange_6098_ms.wav,,,,,,,,1,1
463,1511019653640,18/11/2017 15:40:53,,1511019800377,-5,18/11/2017 10:43:20,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,221,2,Screen 2,Zone4,response_keyboard_single,6944.3849999997765,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0029_SWT_LS_5322_7678_0035_tChange_6098_ms.wav,,,,,,,,1,1
464,1511019655097,18/11/2017 15:40:55,,1511019801724,-5,18/11/2017 10:43:21,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,222,1,Screen 1,fixation,fixation,1066.394682771759,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0096_SWT_LS_5322_7679_0038_tChange_5590_ms.wav,,,,,,,,1,1
465,1511019661194,18/11/2017 15:41:01,,1511019807951,-5,18/11/2017 10:43:27,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,222,2,Screen 2,Zone4,response_keyboard_single,6206.040000000037,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0096_SWT_LS_5322_7679_0038_tChange_5590_ms.wav,,,,,,,,1,1
466,1511019662574,18/11/2017 15:41:02,,1511019809305,-5,18/11/2017 10:43:29,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,223,1,Screen 1,fixation,fixation,1066.1513992603868,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms.wav,,,,,,,,1,1
467,1511019669132,18/11/2017 15:41:09,,1511019815886,-5,18/11/2017 10:43:35,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,223,2,Screen 2,Zone4,response_keyboard_single,6562.060000000056,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms.wav,,,,,,,,1,1
468,1511019670503,18/11/2017 15:41:10,,1511019817235,-5,18/11/2017 10:43:37,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,224,1,Screen 1,fixation,fixation,1066.2545514858793,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0113_SWT_LS_7505_258964_0037_tChange_5554_ms.wav,,,,,,,,1,1
469,1511019676362,18/11/2017 15:41:16,,1511019823125,-5,18/11/2017 10:43:43,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,224,2,Screen 2,Zone4,response_keyboard_single,5870.505000000121,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0113_SWT_LS_7505_258964_0037_tChange_5554_ms.wav,,,,,,,,1,1
470,1511019677744,18/11/2017 15:41:17,,1511019824483,-5,18/11/2017 10:43:44,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,225,1,Screen 1,fixation,fixation,1066.2597339090426,,,0,1,0,,,,rt_test_v1,,1,trials,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms.wav,,,,,,,,1,1
471,1511019684738,18/11/2017 15:41:24,,1511019831477,-5,18/11/2017 10:43:51,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,225,2,Screen 2,Zone4,response_keyboard_single,6974.885000000009,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms.wav,,,,,,,,1,1
472,1511019686127,18/11/2017 15:41:26,,1511019832830,-5,18/11/2017 10:43:52,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,226,1,Screen 1,fixation,fixation,1066.5348798600025,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0051_SWT_LS_7505_258964_0037_tChange_5862_ms.wav,,,,,,,,1,0
473,1511019695595,18/11/2017 15:41:35,,1511019842343,-5,18/11/2017 10:44:02,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,226,2,Screen 2,Zone2,gonogo_audio,9496.501442681067,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_7505_258964_0051_SWT_LS_7505_258964_0037_tChange_5862_ms.wav,,,,,,,,1,0
474,1511019696957,18/11/2017 15:41:36,,1511019843692,-5,18/11/2017 10:44:03,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,227,1,Screen 1,fixation,fixation,1066.3575678800698,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0018_SWT_LS_2843_152918_0100_tChange_5582_ms.wav,,,,,,,,1,0
475,1511019706277,18/11/2017 15:41:46,,1511019853012,-5,18/11/2017 10:44:13,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,227,2,Screen 2,Zone2,gonogo_audio,9312.829175934661,0,,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0018_SWT_LS_2843_152918_0100_tChange_5582_ms.wav,,,,,,,,1,0
476,1511019707637,18/11/2017 15:41:47,,1511019854372,-5,18/11/2017 10:44:14,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,228,1,Screen 1,fixation,fixation,1066.1998123109806,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0012_SWT_LS_2843_152918_0026_tChange_5818_ms.wav,,,,,,,,1,1
477,1511019714100,18/11/2017 15:41:54,,1511019860732,-5,18/11/2017 10:44:20,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,228,2,Screen 2,Zone4,response_keyboard_single,6340.370000000112,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0012_SWT_LS_2843_152918_0026_tChange_5818_ms.wav,,,,,,,,1,1
478,1511019715372,18/11/2017 15:41:55,,1511019862069,-5,18/11/2017 10:44:22,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,229,1,Screen 1,fixation,fixation,1049.6406285797711,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms.wav,,,,,,,,1,1
479,1511019721671,18/11/2017 15:42:01,,1511019868427,-5,18/11/2017 10:44:28,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,229,2,Screen 2,Zone4,response_keyboard_single,6338.719999999972,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms.wav,,,,,,,,1,1
480,1511019723043,18/11/2017 15:42:03,,1511019869783,-5,18/11/2017 10:44:29,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,230,1,Screen 1,fixation,fixation,1066.6383297075517,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0021_SWT_LS_7505_258964_0011_tChange_5952_ms.wav,,,,,,,,1,1
481,1511019729444,18/11/2017 15:42:09,,1511019876195,-5,18/11/2017 10:44:36,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,230,2,Screen 2,Zone4,response_keyboard_single,6392.510000000009,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_7447_91186_0021_SWT_LS_7505_258964_0011_tChange_5952_ms.wav,,,,,,,,1,1
482,1511019730809,18/11/2017 15:42:10,,1511019877547,-5,18/11/2017 10:44:37,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,231,1,Screen 1,fixation,fixation,1066.3807199008297,,,0,1,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0103_SWT_LS_7505_258958_0002_tChange_7035_ms.wav,,,,,,,,1,1
483,1511019733482,18/11/2017 15:42:13,,1511019880235,-5,18/11/2017 10:44:40,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,231,2,Screen 2,Zone4,response_keyboard_single,2668.25,1,1,1,0,0,,,,rt_test_v1,,1,trials,LS_2843_152918_0103_SWT_LS_7505_258958_0002_tChange_7035_ms.wav,,,,,,,,1,1
484,1511019734859,18/11/2017 15:42:14,,1511019881595,-5,18/11/2017 10:44:41,2349,2,task-o4po,,877863,cmu2,183253,,live,,,computer,Desktop or Laptop,Windows 7,Firefox 47.0,1280x1024,1280x913,,RT_test,2,232,1,Screen 1,fixation,fixation,1066.1709478227422,,,0,1,0,,,,rt_test_v1,,1,trials,LS_7505_258958_0031_SWT_LS_5322_7678_0035_tChange_6240_ms.wav,,,,,,,,1,1
