Event Index,UTC Timestamp,UTC Date,Post Processed,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
255,1517299761147,30/01/2018 08:09:21,,1517299897259,5,30/01/2018 13:11:37,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,1,1,Screen 1,Zone1,continue_button,24468.095000000205,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
256,1517299762170,30/01/2018 08:09:22,,1517299898283,5,30/01/2018 13:11:38,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,120,1,Screen 1,fixation,fixation,1035.613000014564,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0011_SWT_LS_7505_83618_0015_tChange_6339_ms.wav,,,,,,,,1,1
257,1517299769070,30/01/2018 08:09:29,,1517299905174,5,30/01/2018 13:11:45,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,120,2,Screen 2,Zone4,response_keyboard_single,6876.829999999842,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0011_SWT_LS_7505_83618_0015_tChange_6339_ms.wav,,,,,,,,1,1
258,1517299770398,30/01/2018 08:09:30,,1517299906504,5,30/01/2018 13:11:46,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,121,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms.wav,,,,,,,,1,1
259,1517299776740,30/01/2018 08:09:36,,1517299912862,5,30/01/2018 13:11:52,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,121,2,Screen 2,Zone4,response_keyboard_single,6346.344999999972,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms.wav,,,,,,,,1,1
260,1517299778046,30/01/2018 08:09:38,,1517299914178,5,30/01/2018 13:11:54,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,122,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0113_SWT_LS_5456_62014_0017_tChange_5560_ms.wav,,,,,,,,1,1
261,1517299784532,30/01/2018 08:09:44,,1517299920646,5,30/01/2018 13:12:00,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,122,2,Screen 2,Zone4,response_keyboard_single,6455.569999999832,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0113_SWT_LS_5456_62014_0017_tChange_5560_ms.wav,,,,,,,,1,1
262,1517299785844,30/01/2018 08:09:45,,1517299921963,5,30/01/2018 13:12:01,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,123,1,Screen 1,fixation,fixation,1032.7420000103302,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
263,1517299792598,30/01/2018 08:09:52,,1517299928720,5,30/01/2018 13:12:08,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,123,2,Screen 2,Zone4,response_keyboard_single,6744.410000000149,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
264,1517299793945,30/01/2018 08:09:53,,1517299930051,5,30/01/2018 13:12:10,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,124,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms.wav,,,,,,,,1,1
265,1517299800898,30/01/2018 08:10:00,,1517299936996,5,30/01/2018 13:12:16,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,124,2,Screen 2,Zone4,response_keyboard_single,6933.380000000121,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms.wav,,,,,,,,1,1
266,1517299802215,30/01/2018 08:10:02,,1517299938321,5,30/01/2018 13:12:18,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,125,1,Screen 1,fixation,fixation,1033.9550000207964,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0054_SWT_LS_2843_152918_0113_tChange_5903_ms.wav,,,,,,,,1,0
267,1517299808741,30/01/2018 08:10:08,,1517299944849,5,30/01/2018 13:12:24,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,125,2,Screen 2,Zone4,response_keyboard_single,6516.9199999999255,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0054_SWT_LS_2843_152918_0113_tChange_5903_ms.wav,,,,,,,,1,0
268,1517299810075,30/01/2018 08:10:10,,1517299946175,5,30/01/2018 13:12:26,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,126,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0020_SWT_LS_5456_58161_0003_tChange_5450_ms.wav,,,,,,,,1,0
269,1517299816575,30/01/2018 08:10:16,,1517299952507,5,30/01/2018 13:12:32,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,126,2,Screen 2,Zone4,response_keyboard_single,6319.195000000065,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_24741_0020_SWT_LS_5456_58161_0003_tChange_5450_ms.wav,,,,,,,,1,0
270,1517299817725,30/01/2018 08:10:17,,1517299953834,5,30/01/2018 13:12:33,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,127,1,Screen 1,fixation,fixation,1040.2440000034403,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms.wav,,,,,,,,1,1
271,1517299824750,30/01/2018 08:10:24,,1517299960858,5,30/01/2018 13:12:40,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,127,2,Screen 2,Zone4,response_keyboard_single,7013.034999999916,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms.wav,,,,,,,,1,1
272,1517299826078,30/01/2018 08:10:26,,1517299962189,5,30/01/2018 13:12:42,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,128,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
273,1517299832508,30/01/2018 08:10:32,,1517299968625,5,30/01/2018 13:12:48,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,128,2,Screen 2,Zone4,response_keyboard_single,6424.800000000047,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
274,1517299833823,30/01/2018 08:10:33,,1517299969934,5,30/01/2018 13:12:49,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,129,1,Screen 1,fixation,fixation,1026.0879999841563,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0047_SWT_LS_5456_58161_0003_tChange_6357_ms.wav,,,,,,,,1,1
275,1517299840714,30/01/2018 08:10:40,,1517299976822,5,30/01/2018 13:12:56,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,129,2,Screen 2,Zone4,response_keyboard_single,6876.200000000186,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0047_SWT_LS_5456_58161_0003_tChange_6357_ms.wav,,,,,,,,1,1
276,1517299842046,30/01/2018 08:10:42,,1517299978156,5,30/01/2018 13:12:58,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,130,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms.wav,,,,,,,,1,1
277,1517299848197,30/01/2018 08:10:48,,1517299984305,5,30/01/2018 13:13:04,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,130,2,Screen 2,Zone4,response_keyboard_single,6137.630000000121,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms.wav,,,,,,,,1,1
278,1517299849494,30/01/2018 08:10:49,,1517299985619,5,30/01/2018 13:13:05,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,131,1,Screen 1,fixation,fixation,1027.3339999839664,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0095_SWT_LS_2843_152918_0023_tChange_6169_ms.wav,,,,,,,,1,0
279,1517299854546,30/01/2018 08:10:54,,1517299990675,5,30/01/2018 13:13:10,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,131,2,Screen 2,Zone4,response_keyboard_single,5046.039999999804,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0095_SWT_LS_2843_152918_0023_tChange_6169_ms.wav,,,,,,,,1,0
280,1517299855874,30/01/2018 08:10:55,,1517299992005,5,30/01/2018 13:13:12,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,132,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms.wav,,,,,,,,1,1
281,1517299861969,30/01/2018 08:11:01,,1517299998077,5,30/01/2018 13:13:18,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,132,2,Screen 2,Zone4,response_keyboard_single,6062.195000000065,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms.wav,,,,,,,,1,1
282,1517299863296,30/01/2018 08:11:03,,1517299999412,5,30/01/2018 13:13:19,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,133,1,Screen 1,fixation,fixation,1037.419999978738,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0034_SWT_LS_5456_62043_0022_tChange_5882_ms.wav,,,,,,,,1,1
283,1517299870029,30/01/2018 08:11:10,,1517300006136,5,30/01/2018 13:13:26,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,133,2,Screen 2,Zone4,response_keyboard_single,6713.744999999879,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0034_SWT_LS_5456_62043_0022_tChange_5882_ms.wav,,,,,,,,1,1
284,1517299871349,30/01/2018 08:11:11,,1517300007466,5,30/01/2018 13:13:27,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,134,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms.wav,,,,,,,,1,1
285,1517299877357,30/01/2018 08:11:17,,1517300013490,5,30/01/2018 13:13:33,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,134,2,Screen 2,Zone4,response_keyboard_single,6011.54000000027,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms.wav,,,,,,,,1,1
286,1517299878700,30/01/2018 08:11:18,,1517300014813,5,30/01/2018 13:13:34,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,135,1,Screen 1,fixation,fixation,1027.5949999922886,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms.wav,,,,,,,,1,1
287,1517299884626,30/01/2018 08:11:24,,1517300020734,5,30/01/2018 13:13:40,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,135,2,Screen 2,Zone4,response_keyboard_single,5910.945000000065,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms.wav,,,,,,,,1,1
288,1517299885956,30/01/2018 08:11:25,,1517300022067,5,30/01/2018 13:13:42,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,136,1,Screen 1,fixation,fixation,1033.787999971537,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0028_SWT_LS_5456_58161_0003_tChange_5786_ms.wav,,,,,,,,1,1
289,1517299892223,30/01/2018 08:11:32,,1517300028310,5,30/01/2018 13:13:48,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,136,2,Screen 2,Zone4,response_keyboard_single,6231.449999999953,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0028_SWT_LS_5456_58161_0003_tChange_5786_ms.wav,,,,,,,,1,1
290,1517299893539,30/01/2018 08:11:33,,1517300029643,5,30/01/2018 13:13:49,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,137,1,Screen 1,fixation,fixation,1040.1480000000447,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms.wav,,,,,,,,1,1
291,1517299901584,30/01/2018 08:11:41,,1517300036566,5,30/01/2018 13:13:56,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,137,2,Screen 2,Zone4,response_keyboard_single,6911.574999999721,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms.wav,,,,,,,,1,1
292,1517299901771,30/01/2018 08:11:41,,1517300037896,5,30/01/2018 13:13:57,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,138,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms.wav,,,,,,,,1,1
293,1517299908340,30/01/2018 08:11:48,,1517300044459,5,30/01/2018 13:14:04,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,138,2,Screen 2,Zone4,response_keyboard_single,6551.199999999721,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms.wav,,,,,,,,1,1
294,1517299909669,30/01/2018 08:11:49,,1517300045776,5,30/01/2018 13:14:05,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,139,1,Screen 1,fixation,fixation,1026.7949999833945,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms.wav,,,,,,,,1,1
295,1517299916017,30/01/2018 08:11:56,,1517300052083,5,30/01/2018 13:14:12,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,139,2,Screen 2,Zone4,response_keyboard_single,6294.394999999786,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms.wav,,,,,,,,1,1
296,1517299917315,30/01/2018 08:11:57,,1517300053414,5,30/01/2018 13:14:13,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,140,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0028_SWT_LS_2843_152918_0058_tChange_5627_ms.wav,,,,,,,,1,1
297,1517299923560,30/01/2018 08:12:03,,1517300059675,5,30/01/2018 13:14:19,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,140,2,Screen 2,Zone4,response_keyboard_single,6248.934999999823,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180298_0028_SWT_LS_2843_152918_0058_tChange_5627_ms.wav,,,,,,,,1,1
298,1517299924872,30/01/2018 08:12:04,,1517300060993,5,30/01/2018 13:14:20,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,141,1,Screen 1,fixation,fixation,1026.6220000048634,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms.wav,,,,,,,,1,1
299,1517299931577,30/01/2018 08:12:11,,1517300067681,5,30/01/2018 13:14:27,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,141,2,Screen 2,Zone4,response_keyboard_single,6677.844999999739,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms.wav,,,,,,,,1,1
300,1517299932921,30/01/2018 08:12:12,,1517300069014,5,30/01/2018 13:14:29,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,142,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0013_SWT_LS_374_180298_0015_tChange_6463_ms.wav,,,,,,,,1,1
301,1517299939781,30/01/2018 08:12:19,,1517300075887,5,30/01/2018 13:14:35,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,142,2,Screen 2,Zone4,response_keyboard_single,6860.194999999832,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_2843_152918_0013_SWT_LS_374_180298_0015_tChange_6463_ms.wav,,,,,,,,1,1
302,1517299941098,30/01/2018 08:12:21,,1517300077212,5,30/01/2018 13:14:37,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,143,1,Screen 1,fixation,fixation,1028.4000000101514,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms.wav,,,,,,,,1,1
303,1517299947910,30/01/2018 08:12:27,,1517300084019,5,30/01/2018 13:14:44,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,143,2,Screen 2,Zone4,response_keyboard_single,6793.22499999986,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms.wav,,,,,,,,1,1
304,1517299949245,30/01/2018 08:12:29,,1517300085349,5,30/01/2018 13:14:45,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,144,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0054_SWT_LS_5456_58161_0022_tChange_5598_ms.wav,,,,,,,,1,1
305,1517299955372,30/01/2018 08:12:35,,1517300091452,5,30/01/2018 13:14:51,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,144,2,Screen 2,Zone4,response_keyboard_single,6092.329999999842,1,1,1,0,0,,,,rt_test_v2,,1,trials,LS_7447_91187_0054_SWT_LS_5456_58161_0022_tChange_5598_ms.wav,,,,,,,,1,1
306,1517300083895,30/01/2018 08:14:43,,1517300219993,5,30/01/2018 13:16:59,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,2,1,Screen 1,Zone1,continue_button,128245.3899999999,,,0,1,0,,,,rt_test_v2,,,break,,,,,,,,,,
307,1517300084925,30/01/2018 08:14:44,,1517300221029,5,30/01/2018 13:17:01,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,145,1,Screen 1,fixation,fixation,1039.7119999979623,,,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0015_SWT_LS_374_180299_0042_tChange_5735_ms.wav,,,,,,,,1,0
308,1517300091150,30/01/2018 08:14:51,,1517300227252,5,30/01/2018 13:17:07,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,145,2,Screen 2,Zone4,response_keyboard_single,6210.714999999851,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_374_180298_0015_SWT_LS_374_180299_0042_tChange_5735_ms.wav,,,,,,,,1,0
309,1517300092497,30/01/2018 08:14:52,,1517300228582,5,30/01/2018 13:17:08,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,146,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0001_SWT_LS_5456_62043_0002_tChange_5900_ms.wav,,,,,,,,1,0
310,1517300098961,30/01/2018 08:14:58,,1517300235061,5,30/01/2018 13:17:15,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,146,2,Screen 2,Zone4,response_keyboard_single,6468.3300000000745,1,1,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62014_0001_SWT_LS_5456_62043_0002_tChange_5900_ms.wav,,,,,,,,1,0
311,1517300100294,30/01/2018 08:15:00,,1517300236379,5,30/01/2018 13:17:16,2349,5,task-o4po,,1147884,iisc_03,255313,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,147,1,Screen 1,fixation,fixation,1028.0950000160374,,,0,1,0,,,,rt_test_v2,,1,trials,LS_5456_62043_0029_SWT_LS_374_180298_0037_tChange_5271_ms.wav,,,,,,,,1,1
